SystemName,3.1.1,3.1.2,3.1.3,3.2.1,3.2.2,3.2.3,3.3.1,3.3.2,3.3.3,3.4.1,3.4.2,3.4.3,3.5.1,3.5.2,3.5.3,3.6.1,3.6.2,3.6.3,3.7.1,3.7.2,3.7.3,3.8.1,3.8.2,3.8.3,3.9.1,3.9.2,3.9.3,Result,Compliance Status
System-616,58,84,62,90,59,7,15,87,68,68,12,87,30,30,64,78,0,46,87,21,89,60,52,4,85,51,70,55,Not Compliant
System-617,29,27,94,43,43,27,34,27,83,37,65,99,44,94,75,19,6,33,98,84,45,36,53,95,37,56,42,53,Not Compliant
System-618,7,44,26,58,68,42,48,42,32,47,67,52,43,49,83,53,11,42,17,20,55,93,36,65,36,61,80,48,Not Compliant
System-619,20,11,29,46,94,5,0,39,69,18,91,14,56,16,34,94,78,71,20,42,11,0,56,85,19,71,12,41,Not Compliant
System-620,85,80,83,84,97,80,87,93,98,89,81,97,86,83,97,81,80,94,97,89,82,80,95,84,97,90,86,88,Compliant
System-621,69,5,39,74,2,93,39,64,72,40,18,37,27,18,1,4,19,78,6,3,59,28,21,58,74,99,0,39,Not Compliant
System-622,75,42,88,4,2,85,90,70,36,16,11,22,28,83,70,69,42,40,39,60,7,50,84,13,92,38,24,48,Not Compliant
System-623,9,54,49,3,90,33,65,95,99,27,96,11,91,97,3,72,60,29,96,14,81,66,56,58,0,19,79,54,Not Compliant
System-624,20,86,77,97,89,18,19,70,38,69,12,60,96,92,80,97,7,22,27,86,1,38,7,94,41,11,13,51,Not Compliant
System-625,33,48,11,7,8,19,71,60,79,19,61,57,16,44,17,82,77,91,53,51,76,88,36,62,80,1,5,47,Not Compliant
System-626,89,46,12,73,34,8,63,62,58,11,72,39,31,44,16,9,54,99,86,4,77,79,44,69,55,96,8,50,Not Compliant
System-627,90,95,63,70,37,26,36,50,46,23,76,59,79,56,66,51,51,31,93,15,16,15,43,78,18,63,79,53,Not Compliant
System-628,50,90,1,22,76,53,55,33,32,18,51,46,73,44,46,88,5,24,29,0,37,56,79,17,52,2,23,41,Not Compliant
System-629,88,99,92,87,84,88,94,89,94,88,85,80,84,84,86,93,89,89,99,98,99,81,97,96,83,97,81,90,Compliant
System-630,59,71,73,16,75,5,81,47,87,78,65,82,92,3,99,93,55,1,7,7,24,40,61,6,51,78,89,54,Not Compliant
System-631,86,80,94,98,86,90,86,90,80,82,93,85,99,99,97,98,90,96,99,88,91,84,97,90,87,82,84,91,Compliant
System-632,38,89,52,76,18,22,16,56,5,80,17,54,73,29,39,0,65,71,66,99,52,33,50,60,78,23,14,48,Not Compliant
System-633,32,1,75,94,44,46,15,83,42,99,39,44,27,31,86,69,78,97,8,32,3,52,78,32,27,6,29,47,Not Compliant
System-634,80,93,83,84,87,85,88,84,98,98,96,83,80,86,94,91,87,85,86,80,89,91,97,90,91,80,91,89,Compliant
System-635,70,80,16,34,86,7,9,23,39,20,35,31,77,85,23,73,92,21,34,9,89,90,10,12,65,24,13,44,Not Compliant
System-636,40,49,5,27,41,27,92,65,93,52,98,72,27,27,69,94,58,68,47,88,57,80,90,25,14,82,15,56,Not Compliant
System-637,58,1,92,52,85,17,88,58,80,36,59,30,21,1,73,53,81,28,65,71,39,76,53,49,32,74,44,53,Not Compliant
System-638,70,91,46,51,54,41,96,37,29,1,69,9,41,87,17,16,22,30,7,50,9,56,81,43,25,54,7,43,Not Compliant
System-639,88,90,84,90,94,91,96,98,87,91,90,82,95,89,81,85,88,97,98,98,89,83,83,94,82,94,96,91,Compliant
System-640,84,82,75,89,57,26,28,0,12,99,73,22,79,22,45,97,96,86,85,28,67,65,6,12,91,46,91,58,Not Compliant
System-641,10,51,31,80,5,12,18,25,80,88,27,9,84,96,12,13,17,11,67,86,74,57,6,2,24,19,73,40,Not Compliant
System-642,10,92,93,96,67,90,55,13,2,26,34,95,64,2,2,54,63,70,19,76,14,68,56,20,45,37,63,50,Not Compliant
System-643,33,64,60,18,43,6,90,97,34,74,30,77,67,84,14,12,40,51,31,24,27,99,22,54,81,2,63,49,Not Compliant
System-644,95,90,89,82,41,21,85,61,32,64,2,96,87,97,53,67,71,6,43,54,83,50,91,1,72,33,83,62,Not Compliant
System-645,39,44,8,42,82,45,39,22,88,18,89,64,92,22,28,42,91,50,31,34,18,52,99,59,28,44,28,49,Not Compliant
System-646,48,15,68,75,92,66,41,71,41,94,45,43,35,80,98,46,11,25,89,15,11,71,74,12,19,86,58,53,Not Compliant
System-647,63,98,9,79,39,32,52,19,93,8,80,78,93,29,51,1,56,0,84,47,26,86,58,70,48,52,99,54,Not Compliant
System-648,24,20,99,42,60,20,32,18,85,26,19,36,44,77,17,88,32,31,12,6,63,42,37,18,61,76,78,44,Not Compliant
System-649,27,29,94,33,97,9,7,43,71,73,58,7,6,31,24,37,55,52,23,97,74,97,38,93,97,42,73,52,Not Compliant
System-650,58,23,98,75,33,73,85,87,58,92,63,68,21,76,64,0,73,21,89,23,44,91,7,99,38,50,25,57,Not Compliant
System-651,42,77,21,14,9,63,71,27,56,8,87,48,57,50,88,89,68,10,67,6,59,51,69,48,41,14,82,49,Not Compliant
System-652,88,22,66,89,54,56,28,63,37,30,85,92,50,31,93,29,84,29,76,62,92,17,49,92,66,43,31,58,Not Compliant
System-653,15,60,15,99,3,41,35,36,41,64,63,78,5,18,97,43,6,5,90,97,92,97,87,48,97,23,50,53,Not Compliant
System-654,84,93,85,88,84,99,86,86,85,84,89,98,80,85,95,81,80,87,99,91,97,94,98,95,90,98,95,90,Compliant
System-655,18,98,92,42,83,4,47,79,15,64,58,94,27,10,69,86,47,55,51,42,75,73,68,91,0,83,95,58,Not Compliant
System-656,54,2,66,77,60,98,32,79,98,32,10,58,60,40,6,93,41,78,16,97,89,7,65,3,98,59,48,55,Not Compliant
System-657,20,16,2,29,17,42,42,17,97,24,78,59,30,8,86,18,50,66,92,59,20,75,68,17,31,59,65,44,Not Compliant
System-658,80,62,8,69,83,85,87,2,70,10,82,72,34,83,11,16,50,77,93,5,52,39,80,19,5,48,55,51,Not Compliant
System-659,47,99,43,13,91,7,85,70,10,3,17,76,24,47,92,73,23,39,14,50,32,82,46,2,72,93,65,49,Not Compliant
System-660,84,86,97,83,93,95,83,87,85,93,82,98,91,91,94,85,88,91,95,80,85,90,92,84,87,80,95,89,Compliant
System-661,8,3,71,78,10,31,14,93,17,48,92,77,68,57,71,49,67,10,75,43,59,98,14,1,2,84,46,48,Not Compliant
System-662,96,5,45,10,31,43,72,24,48,0,19,74,6,42,51,16,0,96,20,73,39,88,23,0,12,96,81,42,Not Compliant
System-663,95,97,69,62,24,98,52,24,59,70,4,78,50,57,43,72,17,1,80,8,92,7,94,2,64,22,40,52,Not Compliant
System-664,39,48,31,12,62,56,22,10,48,97,60,5,50,30,11,76,75,30,18,41,29,91,77,6,52,0,23,41,Not Compliant
System-665,49,22,14,16,90,63,21,95,66,38,95,63,21,37,96,59,27,14,81,17,13,90,28,47,50,24,24,47,Not Compliant
System-666,46,22,14,56,16,23,97,25,21,48,35,98,44,63,82,21,54,9,96,19,90,10,90,38,21,14,91,47,Not Compliant
System-667,31,42,94,57,62,76,57,96,8,1,61,52,58,20,86,31,81,24,93,36,12,71,60,84,74,19,68,54,Not Compliant
System-668,87,73,16,87,81,23,42,43,76,2,96,90,14,98,55,63,20,53,6,84,81,9,9,36,9,91,97,54,Not Compliant
System-669,71,22,3,48,46,15,88,31,37,26,24,20,11,82,10,21,51,55,10,14,32,44,51,17,67,93,23,38,Not Compliant
System-670,92,98,32,69,45,42,78,56,91,36,67,63,4,55,16,84,45,29,61,75,99,54,33,29,31,37,29,54,Not Compliant
System-671,38,89,38,70,43,63,79,96,66,97,71,32,39,8,99,31,86,91,84,48,27,78,6,30,36,23,44,56,Not Compliant
System-672,65,13,32,91,44,30,77,61,26,34,63,84,52,95,3,38,23,23,1,64,70,38,97,91,56,12,92,51,Not Compliant
System-673,86,90,89,84,95,95,84,92,94,81,89,86,98,94,99,93,84,92,90,85,81,95,86,88,96,87,98,91,Compliant
System-674,95,31,18,22,7,87,31,81,58,45,72,82,25,62,62,57,53,51,65,22,79,71,17,37,3,82,58,51,Not Compliant
System-675,87,97,95,97,92,88,83,96,95,83,94,83,92,82,81,81,87,86,99,98,99,82,87,91,98,93,89,91,Compliant
System-676,69,7,92,3,59,60,17,86,52,98,81,52,95,9,68,9,19,32,51,45,86,8,89,9,5,68,71,50,Not Compliant
System-677,13,9,40,20,60,49,25,45,0,66,72,33,64,81,41,86,28,57,17,80,36,33,77,87,18,81,86,49,Not Compliant
System-678,73,48,55,7,58,67,13,60,2,80,40,51,25,84,29,53,94,30,66,93,19,98,51,72,19,8,87,52,Not Compliant
System-679,39,24,16,17,38,64,98,64,71,93,80,45,62,86,79,78,21,47,99,38,79,77,70,45,10,43,95,59,Not Compliant
System-680,96,74,12,94,96,49,79,97,14,35,50,21,98,68,7,49,72,57,41,42,81,15,31,8,72,70,39,55,Not Compliant
System-681,65,79,1,55,5,42,33,59,74,68,96,64,83,68,14,17,22,32,33,73,63,20,95,71,1,15,56,49,Not Compliant
System-682,15,68,97,90,42,87,61,41,13,22,27,71,74,89,78,99,6,30,67,4,61,94,36,72,92,38,29,56,Not Compliant
System-683,15,54,79,6,83,71,63,2,35,15,37,8,85,36,79,72,46,92,44,88,64,6,5,91,13,52,47,48,Not Compliant
System-684,61,24,72,72,88,63,9,38,32,10,90,0,49,62,85,68,12,15,0,41,61,51,38,4,71,46,68,46,Not Compliant
System-685,61,43,17,28,98,33,11,84,44,93,25,98,79,9,80,7,5,23,62,34,49,62,33,53,65,96,64,51,Not Compliant
System-686,10,13,76,79,58,62,81,74,88,41,57,49,47,86,62,36,23,2,24,84,53,76,52,76,19,59,10,52,Not Compliant
System-687,82,91,96,95,80,94,87,94,95,89,97,96,85,98,84,85,87,83,86,96,94,99,93,99,91,84,81,91,Compliant
System-688,80,82,14,83,8,18,85,76,10,91,76,96,89,41,35,9,79,45,83,9,3,79,66,51,81,21,9,53,Not Compliant
System-689,94,97,90,82,83,84,90,82,93,92,94,88,98,81,94,82,80,87,98,86,98,89,96,80,98,84,97,90,Compliant
System-690,59,28,72,76,6,83,95,35,12,33,70,60,6,18,96,35,13,32,90,75,19,54,68,46,20,73,86,51,Not Compliant
System-691,6,97,45,69,9,45,84,25,12,42,85,31,51,61,50,22,59,40,14,3,62,28,64,52,76,36,84,47,Not Compliant
System-692,5,71,60,67,67,40,89,7,8,90,85,72,34,99,99,80,80,5,45,41,46,48,94,16,69,51,24,56,Not Compliant
System-693,43,2,55,81,20,29,14,69,6,6,19,70,50,85,67,12,37,75,35,13,55,61,86,87,50,12,1,43,Not Compliant
System-694,19,59,43,1,28,13,1,80,34,7,76,53,5,65,82,97,23,20,62,28,47,34,16,55,94,86,61,45,Not Compliant
System-695,94,84,17,10,46,41,69,16,78,26,65,25,7,6,22,0,61,14,49,5,44,89,40,5,96,64,76,43,Not Compliant
System-696,91,95,87,90,82,90,98,96,93,89,94,87,95,89,95,85,96,99,86,90,82,85,98,82,86,89,81,90,Compliant
System-697,83,82,81,82,94,99,88,90,80,88,96,96,90,80,94,84,92,84,83,86,95,94,98,97,91,90,94,90,Compliant
System-698,5,72,58,78,23,35,35,86,58,2,46,66,38,83,85,83,84,73,61,13,72,59,7,87,84,65,90,58,Not Compliant
System-699,40,34,16,15,30,83,64,15,88,46,82,26,52,98,29,98,4,7,40,13,33,56,23,72,84,52,89,48,Not Compliant
System-700,93,70,46,5,30,40,96,33,87,28,3,54,50,88,19,49,6,79,20,30,9,78,51,29,13,77,1,44,Not Compliant
System-701,67,99,73,3,63,13,42,76,3,83,28,87,80,38,58,65,49,68,46,18,13,54,19,63,47,92,73,53,Not Compliant
System-702,59,14,65,7,3,3,8,34,35,1,75,75,28,48,2,22,55,69,49,48,26,29,88,2,83,47,18,37,Not Compliant
System-703,40,53,2,49,30,69,74,45,12,46,45,2,99,32,3,42,47,13,7,88,68,79,4,1,44,35,48,40,Not Compliant
System-704,46,38,66,15,90,20,67,10,91,22,74,3,68,60,52,84,8,81,17,84,6,76,2,49,48,87,54,49,Not Compliant
System-705,61,45,83,34,93,40,87,5,28,35,54,4,96,99,78,51,98,45,19,9,99,12,19,41,3,0,20,47,Not Compliant
System-706,94,32,68,65,40,34,11,38,89,98,63,30,47,99,37,26,86,87,2,5,92,64,50,80,13,74,37,55,Not Compliant
System-707,39,95,48,66,62,61,85,99,56,66,24,98,90,1,71,53,24,29,58,24,13,78,87,13,15,72,99,57,Not Compliant
System-708,10,30,39,29,22,0,8,67,22,57,33,22,97,18,13,66,36,82,1,17,52,50,65,53,22,38,33,37,Not Compliant
System-709,89,93,90,92,81,88,82,91,91,90,91,98,84,85,97,97,84,86,80,82,90,92,84,98,83,94,93,90,Compliant
System-710,13,90,1,68,16,21,31,99,87,3,96,34,3,65,77,57,69,51,3,16,41,69,4,47,17,31,26,43,Not Compliant
System-711,68,10,37,47,3,82,10,35,83,1,5,48,43,46,38,68,35,42,94,99,88,5,83,28,99,5,55,47,Not Compliant
System-712,41,42,65,95,10,68,81,43,61,82,59,93,46,95,78,13,35,66,38,58,53,91,31,10,28,59,24,55,Not Compliant
System-713,95,79,51,1,31,26,49,5,86,92,84,55,48,23,71,62,81,41,12,81,73,64,23,39,25,77,45,53,Not Compliant
System-714,63,54,55,90,33,70,3,64,62,21,53,29,37,54,67,23,13,99,6,90,8,99,3,18,93,83,11,49,Not Compliant
System-715,86,78,38,24,74,8,93,81,37,13,25,58,85,9,17,18,99,63,67,18,66,26,12,64,57,25,57,49,Not Compliant
System-716,72,28,78,48,53,27,7,44,14,29,2,44,72,63,70,44,65,63,94,9,51,93,29,79,87,42,38,50,Not Compliant
System-717,91,87,99,92,43,54,58,97,31,89,89,72,36,16,14,49,55,65,50,90,67,72,85,38,80,67,50,65,Not Compliant
System-718,82,76,87,3,10,42,83,48,11,7,95,53,56,55,70,87,5,15,83,29,50,6,37,30,19,26,36,45,Not Compliant
System-719,34,20,61,62,44,64,68,13,3,28,97,14,89,16,96,61,83,18,67,73,67,38,41,66,0,41,12,48,Not Compliant
System-720,66,2,20,50,87,48,5,18,5,72,93,94,36,65,10,54,94,57,90,5,32,18,60,26,22,35,66,46,Not Compliant
System-721,32,42,31,22,95,92,9,94,79,39,79,72,77,55,89,28,86,68,45,95,41,86,35,84,1,26,65,59,Not Compliant
System-722,19,0,33,50,64,2,2,45,15,1,69,32,39,21,51,43,43,16,81,78,26,52,28,23,85,0,22,35,Not Compliant
System-723,84,35,9,90,35,85,26,91,82,18,83,93,51,1,61,72,72,54,86,54,27,78,66,36,26,13,80,56,Not Compliant
System-724,35,75,39,62,62,50,1,77,53,84,9,52,54,60,38,93,32,7,6,27,71,96,59,99,5,76,8,50,Not Compliant
System-725,82,2,30,99,98,32,61,18,84,8,24,78,27,59,73,72,24,81,28,68,26,8,35,14,85,25,77,49,Not Compliant
System-726,9,75,85,48,84,56,53,90,15,77,64,57,19,9,17,9,79,81,61,48,47,52,41,18,89,97,69,54,Not Compliant
System-727,61,39,5,42,28,0,20,2,75,48,42,71,8,96,38,74,39,4,28,55,21,98,28,81,50,66,10,42,Not Compliant
System-728,93,83,81,85,83,89,89,81,96,80,83,82,82,81,90,82,91,93,87,80,80,98,94,88,95,94,86,87,Compliant
System-729,68,32,89,29,18,32,6,91,91,99,44,52,21,95,79,38,9,52,97,18,35,67,51,11,70,59,69,53,Not Compliant
System-730,28,85,79,50,14,75,79,1,88,61,50,55,88,82,90,20,84,60,26,63,39,54,35,13,66,15,83,55,Not Compliant
System-731,64,20,68,77,0,97,41,97,83,68,54,36,6,71,93,62,72,19,6,53,35,92,7,13,88,99,74,56,Not Compliant
System-732,73,32,50,15,91,8,70,53,79,10,95,68,68,26,7,60,41,21,1,26,82,66,60,52,22,31,4,45,Not Compliant
System-733,6,4,56,62,62,82,60,18,78,99,29,61,76,1,2,29,37,7,35,13,89,15,85,39,92,58,35,46,Not Compliant
System-734,68,66,86,13,92,50,49,29,15,16,78,98,78,74,79,1,10,32,93,17,13,62,75,13,90,26,10,50,Not Compliant
System-735,7,80,89,16,87,0,96,80,56,8,46,2,57,68,18,48,64,78,45,33,49,32,63,43,39,12,8,46,Not Compliant
System-736,92,59,12,21,68,86,91,8,80,83,15,71,98,9,55,77,34,8,90,54,87,69,92,15,12,32,21,54,Not Compliant
System-737,29,4,13,72,46,0,4,91,56,48,94,62,41,22,12,12,31,94,91,83,45,11,39,91,43,86,94,49,Not Compliant
System-738,69,30,81,18,35,18,87,63,1,1,13,8,20,18,92,85,32,94,40,50,9,62,1,54,96,72,46,45,Not Compliant
System-739,37,94,58,20,79,33,9,92,54,71,19,82,87,59,79,2,73,27,45,97,46,93,15,2,87,49,45,54,Not Compliant
System-740,22,76,61,80,69,73,91,89,64,90,21,25,18,38,69,5,31,34,7,4,58,39,12,96,53,83,27,50,Not Compliant
System-741,93,6,64,10,62,37,78,23,12,39,93,8,95,62,28,10,12,15,77,33,17,32,30,11,34,20,30,39,Not Compliant
System-742,71,84,41,5,94,69,98,26,37,80,93,88,3,34,18,56,20,45,56,50,22,81,40,11,98,59,57,54,Not Compliant
System-743,31,12,30,96,9,83,25,41,63,24,53,93,96,72,22,7,52,19,95,98,57,21,32,67,76,74,60,53,Not Compliant
System-744,25,23,13,73,64,77,20,70,84,24,89,47,96,77,42,73,83,10,59,74,57,42,89,16,67,90,44,57,Not Compliant
System-745,92,96,83,30,40,36,33,9,66,15,23,5,98,52,20,79,57,65,91,26,29,32,99,4,31,64,17,48,Not Compliant
System-746,97,80,91,97,83,81,88,95,92,85,88,89,97,83,90,84,97,95,97,85,96,82,97,97,85,86,84,90,Compliant
System-747,26,26,53,11,76,36,63,65,83,76,95,37,8,90,14,51,94,92,60,13,57,11,8,40,96,51,8,50,Not Compliant
System-748,31,90,91,16,95,91,63,14,69,53,26,57,72,70,4,90,37,5,45,19,86,0,95,35,3,45,62,51,Not Compliant
System-749,28,27,14,56,84,9,51,19,33,8,15,39,97,96,6,64,18,43,60,86,11,43,69,55,42,16,12,41,Not Compliant
System-750,83,29,1,64,29,19,24,88,40,88,84,14,64,13,49,30,88,14,11,19,13,47,85,86,58,18,12,44,Not Compliant
System-751,74,66,17,97,0,78,37,75,55,98,96,81,79,68,37,59,39,94,35,31,14,76,5,9,52,20,5,52,Not Compliant
System-752,58,13,4,4,68,38,2,13,51,67,43,45,49,74,58,4,57,46,24,44,34,36,77,62,29,23,68,41,Not Compliant
System-753,71,37,1,47,1,89,73,0,36,74,27,48,85,66,91,13,47,74,55,70,36,40,86,35,25,62,34,49,Not Compliant
System-754,97,10,97,72,1,92,96,42,87,43,34,75,38,82,56,65,25,75,38,86,29,53,50,88,92,83,75,63,Not Compliant
System-755,79,30,91,48,80,18,36,29,55,92,32,12,18,58,99,61,0,10,17,24,96,68,1,92,10,58,44,47,Not Compliant
System-756,49,32,13,44,54,24,33,96,96,92,93,64,63,29,30,78,59,29,52,33,19,28,9,92,55,52,10,50,Not Compliant
System-757,42,8,39,33,64,6,41,33,23,98,88,87,75,1,65,53,40,95,9,96,25,68,43,2,30,65,2,46,Not Compliant
System-758,90,89,81,84,99,84,93,94,96,97,87,96,93,83,87,96,94,92,98,82,97,96,88,99,93,98,84,92,Compliant
System-759,46,24,76,21,58,37,73,4,21,37,31,98,28,21,42,88,59,7,28,67,88,30,9,27,31,19,48,42,Not Compliant
System-760,54,81,70,54,34,4,40,37,78,84,34,83,71,86,2,72,30,35,89,88,81,39,40,59,80,48,30,56,Not Compliant
System-761,14,74,62,36,91,2,42,41,33,57,57,73,14,99,6,46,27,37,39,97,53,37,59,15,52,63,9,46,Not Compliant
System-762,52,8,60,12,14,78,82,37,47,50,76,61,60,43,14,17,86,10,99,73,92,62,50,81,50,4,16,50,Not Compliant
System-763,10,88,45,36,73,30,81,4,45,35,37,95,24,99,88,56,27,47,66,58,81,4,4,30,6,84,63,49,Not Compliant
System-764,80,95,89,96,97,80,96,87,86,92,91,95,86,89,94,84,83,92,99,85,90,82,92,93,98,99,80,90,Compliant
System-765,97,64,45,58,9,63,52,42,7,11,87,51,61,32,3,41,9,8,60,74,72,82,29,16,69,32,13,44,Not Compliant
System-766,56,90,48,85,90,98,14,49,14,15,35,99,92,37,87,46,55,6,83,12,23,30,58,15,83,21,97,54,Not Compliant
System-767,95,92,87,82,83,96,97,89,87,82,95,90,80,92,93,89,81,81,97,89,85,86,83,82,88,84,80,88,Compliant
System-768,21,75,8,60,56,17,15,21,68,71,83,28,96,64,32,92,95,14,42,68,0,85,45,53,42,94,92,54,Not Compliant
System-769,15,15,50,2,22,15,0,56,64,70,95,28,56,81,45,42,82,63,44,82,92,75,16,9,55,45,86,49,Not Compliant
System-770,37,45,60,88,86,68,87,22,83,10,14,1,79,49,38,98,27,26,8,33,10,11,32,91,92,65,10,48,Not Compliant
System-771,70,39,74,78,36,14,49,18,89,81,31,19,32,47,55,68,11,17,81,1,29,38,71,21,51,52,57,46,Not Compliant
System-772,32,55,60,17,31,2,14,95,67,15,54,35,90,7,35,49,72,95,32,79,22,44,77,65,4,39,81,47,Not Compliant
System-773,9,18,42,17,54,81,82,47,64,10,54,88,99,40,10,41,15,43,23,70,16,83,89,42,52,79,13,48,Not Compliant
System-774,7,84,66,95,59,40,12,99,53,41,24,99,23,53,26,76,16,35,52,95,98,97,6,13,84,63,7,53,Not Compliant
System-775,3,11,22,81,71,66,46,99,39,61,84,86,72,93,64,54,80,6,88,65,98,96,26,8,32,91,38,59,Not Compliant
System-776,93,45,74,59,62,48,17,41,24,56,91,22,90,90,1,81,17,69,16,14,0,38,13,27,48,30,52,46,Not Compliant
System-777,93,97,84,30,45,26,55,32,11,83,13,43,93,7,18,36,22,94,76,67,6,66,21,74,97,63,61,53,Not Compliant
System-778,92,48,10,11,29,46,58,16,36,97,79,87,90,17,28,13,35,67,36,91,51,4,47,58,31,30,97,49,Not Compliant
System-779,8,27,73,24,73,57,32,46,90,71,57,10,34,89,82,14,71,38,30,83,52,10,12,55,38,80,19,48,Not Compliant
System-780,16,99,32,55,87,70,78,22,74,80,6,72,7,35,12,30,50,66,97,7,26,76,94,60,18,92,41,52,Not Compliant
System-781,38,43,94,43,15,70,47,52,6,35,27,89,33,96,73,39,63,33,32,99,59,81,33,75,26,47,31,52,Not Compliant
System-782,15,24,58,55,11,11,33,49,1,98,18,26,28,15,89,39,69,31,48,98,17,16,12,10,24,18,87,38,Not Compliant
System-783,40,53,14,8,19,47,47,99,60,35,35,1,51,65,20,1,85,30,59,21,91,28,59,97,83,68,4,46,Not Compliant
System-784,56,86,76,93,97,48,15,46,42,59,63,94,69,36,5,22,26,79,76,8,88,46,84,39,93,79,84,60,Not Compliant
System-785,29,49,93,98,57,78,5,81,63,56,69,36,44,54,93,57,85,9,62,6,97,5,32,84,38,58,10,54,Not Compliant
System-786,91,2,8,63,14,39,93,48,8,27,98,30,7,39,68,84,64,5,47,48,88,56,63,29,69,27,79,48,Not Compliant
System-787,99,57,30,82,25,99,76,89,25,5,33,60,16,34,31,17,88,60,74,62,1,37,3,5,99,45,51,49,Not Compliant
System-788,54,55,87,96,60,10,11,50,29,48,26,55,29,3,78,9,81,28,90,91,76,20,93,61,42,58,6,50,Not Compliant
System-789,85,14,69,5,67,71,62,92,83,57,35,10,3,16,84,22,83,7,20,28,11,2,33,13,46,16,82,42,Not Compliant
System-790,85,84,99,17,9,43,39,28,11,40,33,80,54,5,78,52,7,68,80,42,87,62,86,74,6,14,10,48,Not Compliant
System-791,91,37,80,80,70,36,22,37,51,46,58,31,0,81,98,28,9,51,64,8,30,78,61,16,61,68,19,49,Not Compliant
System-792,99,81,18,89,8,1,19,91,65,40,91,41,5,75,41,89,30,73,25,75,66,38,61,30,64,71,1,52,Not Compliant
System-793,28,50,92,94,12,94,44,83,53,56,20,63,93,87,88,23,35,64,82,51,77,70,69,83,8,2,58,59,Not Compliant
System-794,89,8,35,28,96,97,31,76,13,96,97,76,41,94,78,57,89,41,42,78,81,5,46,17,80,11,82,59,Not Compliant
System-795,32,93,98,38,67,43,44,99,41,48,14,20,73,40,81,56,26,32,59,34,68,83,59,83,2,84,23,54,Not Compliant
System-796,3,29,51,91,88,52,79,59,8,46,0,76,88,41,92,25,70,73,98,95,42,91,44,2,8,21,31,52,Not Compliant
System-797,45,60,60,48,78,8,82,70,53,20,23,21,42,34,65,92,79,77,6,35,13,13,69,15,12,84,62,47,Not Compliant
System-798,29,97,71,15,77,26,81,30,99,49,87,46,44,76,79,90,85,94,82,8,64,3,99,77,77,64,86,65,Not Compliant
System-799,14,88,91,43,67,85,96,99,18,75,99,55,44,17,7,19,18,49,18,78,30,54,0,2,27,21,28,46,Not Compliant
System-800,32,86,88,38,66,33,69,1,66,49,64,27,73,7,90,73,58,11,75,46,22,70,83,82,80,76,30,56,Not Compliant
System-801,97,29,32,16,78,37,7,40,83,29,61,73,13,60,80,72,93,84,70,3,20,9,5,13,41,23,86,47,Not Compliant
System-802,69,55,82,30,36,44,6,94,30,79,22,72,74,27,99,74,37,72,11,5,82,99,12,50,64,15,11,51,Not Compliant
System-803,45,15,69,66,58,7,40,77,73,41,66,38,39,62,18,43,66,73,51,13,96,50,64,77,38,69,14,51,Not Compliant
System-804,98,86,0,69,9,14,11,74,16,48,60,51,36,56,40,63,7,8,92,87,55,1,16,11,5,97,96,45,Not Compliant
System-805,55,94,55,91,49,23,12,70,18,22,90,26,64,69,45,57,95,5,26,71,69,96,27,67,61,80,42,55,Not Compliant
System-806,48,78,48,12,50,10,73,57,55,50,0,51,55,4,91,22,54,63,10,74,22,89,23,2,39,19,49,43,Not Compliant
System-807,19,76,96,68,16,24,37,21,76,34,53,60,12,54,38,82,18,56,26,51,85,39,50,29,40,65,53,48,Not Compliant
System-808,46,69,47,29,41,72,71,97,20,35,82,8,17,46,8,87,68,1,33,10,92,77,74,46,91,15,6,48,Not Compliant
System-809,2,96,92,33,72,36,99,37,61,12,26,15,93,23,13,54,5,43,50,99,99,24,32,23,27,17,11,45,Not Compliant
System-810,33,71,32,28,28,59,50,99,58,68,21,73,92,87,28,40,5,85,90,81,36,16,69,41,10,92,13,53,Not Compliant
System-811,81,49,33,33,13,94,9,82,83,88,41,26,60,69,56,92,85,37,92,77,69,29,98,81,94,4,69,61,Not Compliant
System-812,35,83,89,47,56,85,36,68,10,87,62,16,97,4,52,55,66,73,75,44,76,88,3,31,81,4,52,55,Not Compliant
System-813,83,88,94,82,94,97,94,96,96,93,99,82,92,89,98,81,84,98,83,98,87,84,92,84,81,99,86,91,Compliant
System-814,34,80,17,0,27,50,28,64,7,72,5,52,14,21,50,76,19,46,12,10,51,63,64,55,69,89,70,43,Not Compliant
System-815,79,49,2,56,23,16,99,18,14,63,96,13,86,35,15,26,82,30,12,71,97,56,12,86,33,99,43,49,Not Compliant
System-816,80,95,89,98,94,87,82,80,83,83,90,99,89,88,99,87,93,88,97,82,81,83,90,98,82,80,93,89,Compliant
System-817,34,71,73,74,28,17,95,24,27,24,30,41,91,50,73,60,21,31,61,41,71,35,75,96,22,40,12,49,Not Compliant
System-818,68,82,7,64,99,97,45,94,86,53,25,60,13,63,44,62,83,70,68,47,26,37,81,77,9,29,37,57,Not Compliant
System-819,82,89,82,92,90,81,94,97,85,98,84,98,89,82,88,85,82,87,87,95,96,99,90,93,87,97,80,90,Compliant
System-820,92,97,93,88,98,81,96,98,89,97,81,85,88,94,93,83,84,98,86,81,91,98,92,84,94,82,89,91,Compliant
System-821,95,86,84,35,15,55,67,19,55,44,34,61,99,35,18,46,44,97,66,55,98,16,63,86,74,45,20,56,Not Compliant
System-822,5,33,79,52,4,46,17,32,15,57,84,30,22,95,70,51,16,19,83,79,14,8,20,66,51,86,77,45,Not Compliant
