,SystemName,1.1.1,1.1.2,1.1.3,1.2.1,1.2.2,1.2.3,1.3.1,1.3.2,1.3.3,1.4.1,1.4.2,1.4.3,1.5.1,1.5.2,1.5.3,1.6.1,1.6.2,1.6.3,1.7.1,1.7.2,1.7.3,1.8.1,1.8.2,1.8.3,1.9.1,1.9.2,1.9.3,Result
2204,System-76_0,75,76,75,74,72,77,76,75,70,79,73,75,73,74,73,74,76,76,79,70,74,74,74,77,75,71,79,1
2205,System-76_1,77,70,72,76,74,74,76,78,74,71,76,79,71,71,77,75,71,74,77,79,77,79,74,72,73,72,76,1
2206,System-76_2,77,72,74,74,74,76,71,78,77,71,77,79,71,75,70,76,70,73,78,79,77,74,70,75,79,70,73,1
2207,System-76_3,79,77,74,72,75,71,74,77,71,78,79,75,76,77,70,71,70,79,70,79,72,71,70,74,75,70,77,1
2208,System-76_4,77,72,70,76,77,71,77,76,77,71,76,74,70,78,75,79,73,75,72,73,77,75,74,75,76,76,74,1
2209,System-76_5,71,76,73,72,75,72,76,79,78,77,76,75,72,74,76,73,77,79,76,75,74,79,71,77,74,73,72,1
2210,System-76_6,70,72,78,72,72,73,77,73,74,77,72,75,73,72,78,77,77,70,79,71,73,72,71,77,74,74,75,1
2211,System-76_7,73,79,78,74,77,78,79,78,76,73,71,74,70,70,77,70,70,71,72,79,70,71,74,72,74,77,72,1
2212,System-76_8,76,71,77,77,76,74,70,70,76,74,79,74,70,78,73,78,70,72,75,75,77,72,70,72,71,76,72,1
2213,System-76_9,73,79,72,73,77,77,74,78,75,79,77,72,73,73,77,70,72,75,79,76,76,72,78,70,70,70,72,1
2214,System-76_10,77,73,72,70,70,73,70,71,76,79,71,78,71,71,77,75,70,78,76,77,77,78,70,70,74,75,73,1
2215,System-76_11,73,77,76,76,75,70,74,78,70,77,74,73,75,74,79,71,71,72,78,70,76,73,70,71,71,75,74,1
2216,System-76_12,70,73,78,78,78,79,71,76,72,74,77,74,77,73,73,75,71,74,78,77,70,71,77,71,74,73,76,1
2217,System-76_13,70,73,72,77,76,76,77,71,79,75,76,75,71,76,72,73,76,78,75,75,72,78,72,75,71,74,73,1
2218,System-76_14,74,75,71,73,75,78,76,78,71,76,72,76,78,76,78,70,73,77,75,77,74,72,70,78,78,74,75,1
2219,System-76_15,75,70,75,70,71,77,78,71,74,74,79,72,73,74,72,72,73,73,70,75,79,73,70,74,77,73,70,1
2220,System-76_16,79,78,73,70,70,76,73,78,74,79,78,73,75,79,72,76,72,70,76,70,72,73,75,77,77,71,79,1
2221,System-76_17,76,74,74,79,73,74,70,70,79,74,72,77,76,72,79,73,71,77,74,75,78,79,75,76,75,79,79,1
2222,System-76_18,77,73,72,71,76,71,74,72,72,71,79,78,79,77,72,79,79,75,73,79,74,78,73,71,73,70,79,1
2223,System-76_19,72,75,72,71,78,77,79,74,76,75,73,78,78,79,75,73,73,76,79,78,79,75,77,73,75,74,70,1
2224,System-76_20,73,77,76,77,73,74,76,74,71,78,70,75,74,75,70,78,74,71,77,78,74,71,76,75,72,77,72,1
2225,System-76_21,77,79,72,70,71,72,73,72,74,71,71,71,73,79,79,71,72,72,75,78,74,75,71,72,79,72,73,1
2226,System-76_22,79,70,79,72,75,70,79,76,70,75,70,74,72,78,71,79,72,71,74,71,74,70,70,79,76,71,74,1
2227,System-76_23,75,75,78,73,75,72,77,73,79,75,72,71,78,76,72,75,73,75,71,72,72,73,77,76,72,74,74,1
2228,System-76_24,72,76,70,74,76,77,74,73,77,75,76,70,76,79,78,77,75,76,73,70,79,75,75,78,76,78,72,1
2229,System-76_25,77,70,71,79,72,71,77,79,71,73,75,77,75,78,70,74,73,76,72,70,75,74,77,76,71,70,76,1
2230,System-76_26,77,78,78,70,71,77,79,72,76,70,76,76,78,73,75,74,78,76,78,74,76,76,78,77,74,79,70,1
2231,System-76_27,77,78,78,76,70,75,77,79,79,71,72,78,72,71,71,75,73,77,72,71,75,70,73,71,76,73,70,1
2232,System-76_28,71,70,73,79,73,70,73,73,73,72,79,78,79,72,79,72,78,70,79,70,70,70,75,72,76,70,70,1
2233,System-77_0,72,71,78,73,76,73,76,71,76,78,71,71,78,72,70,72,71,78,72,77,73,72,75,72,78,77,76,1
2234,System-77_1,72,77,77,70,74,71,79,73,72,78,74,78,73,71,78,76,78,71,71,74,73,74,73,75,79,72,73,1
2235,System-77_2,76,74,78,79,71,77,71,70,76,75,78,73,70,71,74,73,79,79,79,72,76,77,73,76,76,70,73,1
2236,System-77_3,78,70,74,77,72,76,73,75,79,79,76,76,70,70,74,79,71,79,75,79,71,73,77,77,71,79,71,1
2237,System-77_4,75,74,79,71,71,77,75,75,70,71,73,72,74,79,75,73,73,78,75,73,79,79,74,70,75,72,74,1
2238,System-77_5,77,79,72,73,79,77,75,77,75,71,76,75,71,74,76,75,73,70,74,78,78,74,78,70,77,71,78,1
2239,System-77_6,75,76,76,72,79,78,71,77,76,79,71,71,75,79,77,77,70,74,76,74,76,71,77,72,74,73,76,1
2240,System-77_7,71,70,74,76,78,73,73,72,79,72,72,73,77,75,73,79,79,79,74,78,75,76,73,72,76,75,74,1
2241,System-77_8,75,75,79,77,75,79,75,78,76,72,79,74,73,78,72,70,76,78,78,72,70,79,74,72,74,75,76,1
2242,System-77_9,78,70,78,73,77,75,73,77,76,79,74,74,78,75,79,74,78,78,79,79,76,70,74,73,78,72,74,1
2243,System-77_10,72,75,79,77,74,71,73,77,73,76,76,77,79,75,77,77,77,79,78,75,73,76,70,72,75,78,79,1
2244,System-77_11,78,70,70,74,74,72,73,74,70,73,77,70,72,78,79,71,76,78,73,71,77,71,72,73,77,70,71,1
2245,System-77_12,70,75,75,79,72,76,74,77,77,73,74,72,71,77,70,73,78,75,78,76,74,71,72,79,78,71,77,1
2246,System-77_13,79,72,79,75,73,75,71,74,73,73,73,71,70,79,73,76,76,73,70,73,71,73,72,77,79,75,71,1
2247,System-77_14,70,73,75,75,76,78,75,70,75,77,78,77,77,71,76,77,78,70,71,79,79,74,79,74,78,78,72,1
2248,System-77_15,70,79,77,79,71,76,79,72,73,73,78,77,75,74,70,72,70,74,72,79,70,76,72,76,73,72,79,1
2249,System-77_16,70,78,76,74,75,73,75,75,76,79,73,76,72,73,74,77,77,77,72,73,70,75,74,74,78,70,76,1
2250,System-77_17,73,75,73,73,75,72,76,77,77,70,76,70,73,73,77,78,74,71,70,77,71,79,76,72,71,78,72,1
2251,System-77_18,76,78,73,74,76,76,72,73,74,79,74,73,73,71,75,77,73,74,74,77,70,76,75,76,71,75,74,1
2252,System-77_19,78,77,76,73,78,72,75,78,70,78,75,79,74,71,79,70,79,72,76,75,70,75,75,74,76,76,75,1
2253,System-77_20,75,70,72,74,78,72,75,77,71,73,74,71,72,72,71,73,74,74,75,73,71,71,79,71,73,71,78,1
2254,System-77_21,74,77,70,72,71,75,75,79,72,75,74,71,76,74,77,79,75,79,75,75,76,78,71,71,72,78,72,1
2255,System-77_22,79,70,71,72,75,79,78,78,74,70,72,72,78,72,73,71,75,73,79,78,76,75,77,72,70,79,76,1
2256,System-77_23,79,71,79,78,73,79,75,79,76,73,79,79,70,79,71,78,75,72,79,74,77,72,76,78,74,72,75,1
2257,System-77_24,73,72,79,75,77,76,78,77,77,73,71,74,71,74,77,75,76,70,70,73,72,70,79,71,70,74,70,1
2258,System-77_25,70,79,74,78,71,72,70,76,71,73,71,77,72,79,79,78,73,79,73,72,73,75,79,70,78,73,77,1
2259,System-77_26,71,70,75,76,75,71,74,78,74,78,74,74,76,71,75,78,73,72,78,72,70,72,79,77,71,74,71,1
2260,System-77_27,77,70,74,79,76,72,71,73,74,70,70,73,76,74,70,77,74,73,79,79,70,75,73,79,73,75,73,1
2261,System-77_28,72,77,75,72,79,73,70,78,76,79,74,70,71,73,79,70,76,74,79,75,70,77,73,78,72,73,76,1
2262,System-78_0,70,71,74,70,78,71,79,78,78,70,72,78,74,73,71,77,73,74,77,75,77,71,76,78,75,71,74,1
2263,System-78_1,70,79,77,77,73,70,77,75,73,78,76,79,72,73,70,76,79,77,79,74,75,79,70,77,73,78,77,1
2264,System-78_2,78,76,78,71,72,79,79,75,70,74,70,75,79,76,73,78,72,76,78,77,78,71,79,73,74,74,73,1
2265,System-78_3,75,78,76,73,79,71,78,74,79,70,71,79,75,70,77,72,76,71,70,76,77,72,73,74,70,75,77,1
2266,System-78_4,71,70,77,79,75,73,77,78,73,76,72,75,78,70,73,71,79,73,73,75,77,78,72,76,79,74,79,1
2267,System-78_5,73,74,77,70,79,73,79,74,74,78,70,71,78,73,70,74,76,71,73,72,72,77,73,76,74,70,76,1
2268,System-78_6,74,78,76,71,72,76,75,74,79,72,70,75,74,77,75,72,73,74,70,79,75,77,76,71,75,73,77,1
2269,System-78_7,72,74,78,78,73,73,77,79,70,74,77,77,70,74,73,75,77,76,70,79,77,76,77,73,79,75,74,1
2270,System-78_8,74,71,70,72,72,78,77,78,74,79,71,71,70,79,71,78,70,75,79,78,75,78,75,74,74,71,72,1
2271,System-78_9,71,73,78,74,77,74,74,70,73,75,76,75,73,71,70,70,72,70,72,70,72,77,74,75,74,75,75,1
2272,System-78_10,79,70,78,75,75,78,71,72,78,71,71,74,75,72,70,70,72,73,78,71,78,78,77,73,71,79,75,1
2273,System-78_11,74,74,78,72,78,73,79,75,75,77,74,76,79,77,76,70,71,74,70,78,74,70,73,76,72,70,74,1
2274,System-78_12,77,78,74,70,76,75,74,70,72,72,79,72,72,71,71,74,75,76,71,72,77,73,76,79,70,73,70,1
2275,System-78_13,70,79,75,73,74,73,70,79,76,72,76,72,76,70,79,73,75,70,71,71,77,74,75,74,71,71,70,1
2276,System-78_14,74,72,79,79,74,72,72,75,75,75,73,79,78,70,70,77,74,74,73,77,71,78,71,74,76,75,72,1
2277,System-78_15,71,79,71,73,73,79,76,70,76,79,76,76,73,75,78,72,73,73,70,79,75,74,75,76,76,77,77,1
2278,System-78_16,75,70,76,77,71,71,71,74,77,79,73,79,71,76,78,74,71,79,70,70,73,78,75,78,76,77,75,1
2279,System-78_17,79,71,74,79,73,74,73,76,72,72,79,76,72,78,78,70,78,79,77,71,74,78,70,72,79,76,74,1
2280,System-78_18,71,76,79,75,70,77,76,78,79,74,70,76,75,71,78,79,71,70,74,71,73,78,77,77,77,70,75,1
2281,System-78_19,76,78,78,73,73,79,79,74,74,75,76,73,70,77,76,75,77,72,74,75,72,72,76,78,72,73,77,1
2282,System-78_20,77,78,77,71,76,77,77,76,78,77,77,76,72,75,74,76,72,79,75,75,75,75,71,74,75,71,77,1
2283,System-78_21,76,73,75,77,75,76,74,79,77,70,74,72,75,71,79,71,70,74,74,77,73,72,73,74,78,72,75,1
2284,System-78_22,70,78,75,70,77,73,71,79,79,75,76,72,76,71,74,71,75,75,76,77,73,70,75,70,72,71,73,1
2285,System-78_23,73,71,75,73,74,75,71,74,79,71,70,76,76,72,78,78,72,73,73,77,73,79,76,70,77,70,73,1
2286,System-78_24,75,76,75,76,73,75,75,72,75,72,78,71,74,76,77,71,70,70,78,79,78,70,79,70,70,73,78,1
2287,System-78_25,76,72,73,70,76,75,71,78,77,73,75,77,71,72,73,79,71,75,78,73,79,78,71,70,72,72,76,1
2288,System-78_26,79,70,70,76,79,71,70,77,71,76,79,74,76,77,75,77,75,74,76,77,75,70,77,78,70,79,79,1
2289,System-78_27,76,71,75,73,76,79,78,71,71,72,78,73,78,73,76,79,74,74,75,72,74,74,75,79,77,72,76,1
2290,System-78_28,79,71,77,78,72,74,77,78,76,78,77,74,73,70,73,74,76,76,79,72,79,79,76,74,73,75,70,1
2291,System-79_0,77,70,71,78,76,76,79,74,70,77,70,75,71,76,70,70,75,72,74,70,76,72,71,72,73,75,74,1
2292,System-79_1,72,79,74,74,72,74,71,73,76,76,77,77,72,74,78,77,73,73,76,78,77,77,75,73,73,77,71,1
2293,System-79_2,77,70,74,70,75,73,73,77,76,72,76,77,76,77,76,79,73,73,71,71,78,79,76,70,74,78,72,1
2294,System-79_3,77,71,78,78,77,71,73,78,73,72,74,75,77,76,76,79,79,70,74,78,79,77,78,75,75,71,73,1
2295,System-79_4,73,71,71,71,72,76,70,73,79,77,79,74,78,70,78,74,75,71,76,78,73,71,79,72,76,71,72,1
2296,System-79_5,77,75,71,74,77,79,78,71,72,73,77,70,71,71,70,75,71,77,70,76,78,73,70,79,74,73,77,1
2297,System-79_6,76,79,71,70,75,72,75,71,72,70,74,77,77,79,74,72,70,70,77,76,73,76,77,77,75,72,72,1
2298,System-79_7,77,75,72,78,78,79,73,71,74,79,77,72,79,73,78,73,77,70,74,79,71,74,70,79,71,71,78,1
2299,System-79_8,71,74,75,71,75,76,73,78,76,70,76,78,71,71,78,79,79,72,77,79,74,77,71,76,76,77,72,1
2300,System-79_9,73,77,73,73,72,72,79,70,71,74,70,73,72,74,70,78,70,78,72,70,76,78,71,74,71,78,70,1
2301,System-79_10,76,70,78,78,76,72,76,73,76,70,75,78,71,79,70,79,71,72,75,73,74,79,74,78,72,71,70,1
2302,System-79_11,79,73,71,71,76,72,73,72,76,76,76,79,72,74,72,71,74,77,72,75,78,78,72,75,79,70,74,1
2303,System-79_12,70,77,71,75,72,76,78,75,72,73,71,70,79,74,71,79,77,79,72,77,70,75,72,78,72,74,74,1
2304,System-79_13,74,71,70,72,76,79,79,72,73,71,75,71,72,79,73,70,78,75,70,79,78,77,76,75,78,71,76,1
2305,System-79_14,71,74,72,70,71,73,71,71,72,77,71,78,79,72,72,71,75,71,76,72,73,72,75,71,76,74,71,1
2306,System-79_15,77,79,76,79,72,74,74,72,72,70,73,77,74,75,70,76,70,70,76,73,73,78,73,75,77,73,74,1
2307,System-79_16,71,73,72,72,72,73,79,75,76,76,75,73,79,74,76,74,77,76,71,72,74,71,79,76,79,70,71,1
2308,System-79_17,74,72,72,71,76,71,78,79,71,75,74,76,77,75,72,78,78,74,72,71,71,78,70,70,77,79,73,1
2309,System-79_18,71,72,71,76,74,75,77,78,70,70,71,71,70,78,79,77,75,76,77,77,73,71,76,70,70,77,73,1
2310,System-79_19,70,79,77,73,74,75,75,78,76,71,78,74,79,74,72,78,77,78,74,78,76,78,77,70,70,76,76,1
2311,System-79_20,76,72,77,71,75,78,76,73,74,77,71,72,79,70,73,78,70,72,72,78,77,71,70,75,76,72,79,1
2312,System-79_21,74,71,73,70,75,72,74,79,76,76,79,76,76,73,79,72,79,76,78,72,72,78,75,74,72,77,71,1
2313,System-79_22,76,76,75,76,72,73,75,73,72,78,77,70,78,71,77,72,77,71,78,72,72,75,75,73,77,77,74,1
2314,System-79_23,79,75,74,78,71,78,73,73,79,77,71,71,75,73,77,75,73,75,75,79,71,77,76,71,70,73,76,1
2315,System-79_24,77,70,77,78,72,77,76,75,76,73,75,70,78,75,79,71,79,72,78,74,79,74,74,76,73,79,77,1
2316,System-79_25,76,72,72,73,75,70,74,72,73,79,70,75,70,72,70,72,78,78,71,78,76,74,79,74,75,72,73,1
2317,System-79_26,71,76,79,75,76,74,75,75,78,72,72,78,76,72,75,72,72,78,72,78,74,70,72,72,79,73,79,1
2318,System-79_27,70,79,74,79,74,78,71,76,76,73,78,75,74,70,79,75,76,72,78,72,77,72,74,72,73,79,72,1
2319,System-79_28,76,76,75,71,78,79,77,70,74,74,78,74,79,74,71,74,70,70,72,72,76,72,78,71,78,70,75,1
2320,System-80_0,88,81,84,86,82,81,81,84,88,88,80,86,83,88,80,82,81,81,83,89,88,85,89,80,89,83,84,1
2321,System-80_1,83,82,87,87,82,80,87,81,83,87,86,85,84,87,88,84,84,87,81,87,80,83,84,84,82,89,86,1
2322,System-80_2,81,84,87,80,86,83,82,82,88,88,89,80,83,83,80,81,88,83,81,86,89,86,86,81,85,88,83,1
2323,System-80_3,88,80,84,87,87,87,89,86,85,88,86,89,89,84,89,87,85,84,86,89,80,83,80,89,86,86,83,1
2324,System-80_4,84,89,80,84,89,81,86,80,81,86,88,80,86,88,87,82,85,82,82,87,88,87,85,86,89,84,80,1
2325,System-80_5,87,83,80,88,88,80,87,80,83,80,85,86,84,82,89,89,83,82,81,83,84,81,88,82,80,87,88,1
2326,System-80_6,84,89,84,82,84,82,87,86,81,84,87,82,84,80,88,80,89,85,86,82,87,80,89,84,88,85,82,1
2327,System-80_7,87,88,82,86,88,85,87,89,88,89,88,86,82,82,87,81,85,87,84,88,84,85,81,87,88,87,87,1
2328,System-80_8,81,85,88,84,86,87,86,87,82,83,86,89,89,84,84,83,86,80,84,82,84,88,85,85,80,83,82,1
2329,System-80_9,89,87,82,82,87,89,88,83,84,82,89,84,81,80,85,80,88,85,87,83,82,80,89,80,87,84,81,1
2330,System-80_10,82,83,82,80,82,89,87,81,85,82,89,87,81,84,83,89,87,81,87,86,89,80,86,88,81,82,81,1
2331,System-80_11,81,82,83,82,85,82,84,83,89,86,81,84,85,80,80,83,86,84,84,83,83,88,88,82,80,80,81,1
2332,System-80_12,82,87,83,85,87,85,85,81,86,82,83,86,84,80,86,81,84,82,86,88,80,84,80,87,83,82,88,1
2333,System-80_13,82,86,87,80,80,89,85,88,80,88,88,80,89,87,80,80,86,84,89,82,82,80,81,88,88,81,80,1
2334,System-80_14,89,85,81,89,83,81,81,89,82,83,81,85,86,85,83,80,84,80,85,89,82,86,87,82,88,81,81,1
2335,System-80_15,83,82,82,88,84,83,89,84,89,87,81,81,86,85,83,85,89,86,88,85,82,88,88,82,82,81,85,1
2336,System-80_16,86,87,81,87,80,88,89,84,80,85,85,81,87,84,83,81,87,83,86,81,81,82,82,81,82,85,85,1
2337,System-80_17,87,80,84,83,87,89,81,88,81,80,87,84,83,82,82,87,87,84,86,84,84,88,85,83,84,84,84,1
2338,System-80_18,89,80,85,88,80,87,82,84,85,81,80,81,83,85,89,81,86,87,80,86,89,85,86,84,88,83,80,1
2339,System-80_19,85,83,80,83,84,88,87,80,83,80,86,87,89,86,85,88,83,81,86,83,85,87,85,84,86,80,85,1
2340,System-80_20,85,88,87,81,89,87,83,87,83,89,87,86,85,82,85,83,84,83,80,84,82,82,85,83,84,89,89,1
2341,System-80_21,86,82,80,89,89,88,85,81,85,83,84,89,84,89,84,81,83,89,84,87,83,86,87,81,83,87,85,1
2342,System-80_22,89,84,83,83,81,83,84,87,88,86,80,80,83,81,89,88,88,87,83,83,84,82,88,86,80,84,88,1
2343,System-80_23,80,81,89,80,80,84,80,80,81,87,80,88,81,82,89,88,82,81,82,80,86,85,82,88,88,80,88,1
2344,System-80_24,83,83,84,80,81,80,85,86,84,80,83,85,87,86,85,88,88,84,81,81,84,82,86,85,82,89,87,1
2345,System-80_25,89,88,87,89,84,81,87,87,82,85,81,82,86,89,87,89,82,83,84,89,89,89,84,84,81,86,87,1
2346,System-80_26,85,85,89,88,82,87,83,82,86,81,82,86,83,80,84,87,81,82,88,84,80,89,85,85,84,85,85,1
2347,System-80_27,84,84,89,80,87,86,85,82,87,81,83,81,88,81,81,86,87,89,86,82,82,80,88,88,86,85,82,1
2348,System-80_28,85,82,87,89,89,83,80,84,88,86,86,83,89,84,83,88,80,88,80,89,82,83,85,83,82,80,82,1
2349,System-81_0,89,83,86,82,80,87,85,82,85,88,84,89,86,84,80,80,81,89,84,80,82,86,88,89,89,85,83,1
2350,System-81_1,85,81,83,87,88,82,83,86,85,85,85,80,82,81,86,86,86,86,88,84,84,85,86,81,88,80,85,1
2351,System-81_2,84,84,89,85,88,88,84,81,82,88,85,86,89,87,86,86,88,89,80,81,88,85,81,88,84,81,87,1
2352,System-81_3,87,83,87,85,80,88,85,82,80,82,85,89,85,86,82,80,88,81,82,84,84,81,81,89,80,85,80,1
2353,System-81_4,81,80,89,80,80,82,89,85,86,89,85,85,80,82,86,84,88,87,88,84,83,83,87,84,80,89,80,1
2354,System-81_5,82,83,80,82,85,80,86,84,81,83,84,82,89,88,82,86,86,88,84,81,85,83,88,85,85,88,87,1
2355,System-81_6,80,84,86,88,86,89,85,85,80,84,83,83,84,83,83,82,80,85,83,87,88,88,84,81,85,89,81,1
2356,System-81_7,88,85,87,89,88,84,81,83,89,81,84,81,84,80,87,80,83,81,81,80,80,81,89,80,81,87,82,1
2357,System-81_8,84,81,83,84,83,85,86,80,84,86,89,80,85,86,84,86,89,87,88,82,80,85,86,82,88,84,85,1
2358,System-81_9,87,89,80,85,89,82,88,80,80,88,86,87,81,88,88,82,82,84,89,85,83,81,87,87,86,89,83,1
2359,System-81_10,88,80,87,89,80,89,84,87,84,87,86,87,85,88,80,86,89,82,80,81,89,85,80,81,84,81,89,1
2360,System-81_11,89,81,82,85,85,88,89,80,83,81,85,86,83,86,82,85,84,80,89,87,87,84,88,89,84,84,85,1
2361,System-81_12,85,86,80,80,87,88,85,82,80,87,82,89,89,82,88,80,80,85,88,81,84,88,81,88,83,89,80,1
2362,System-81_13,82,80,82,81,84,83,88,85,80,87,81,86,89,83,83,81,82,85,85,89,86,84,89,86,82,84,89,1
2363,System-81_14,80,85,83,81,86,83,88,86,82,89,85,87,86,80,87,88,84,83,81,82,89,87,88,87,82,85,86,1
2364,System-81_15,84,85,89,82,82,85,88,86,87,83,87,82,84,87,88,83,83,87,82,83,84,83,87,86,87,85,87,1
2365,System-81_16,81,84,87,83,81,82,88,89,89,86,82,81,80,85,84,83,83,83,86,88,83,88,81,81,87,84,80,1
2366,System-81_17,83,83,80,84,87,86,80,81,81,87,85,81,81,82,85,89,82,89,87,83,81,80,85,87,83,81,82,1
2367,System-81_18,80,87,84,87,89,86,89,82,87,84,86,80,88,89,89,89,84,88,83,85,81,85,87,81,84,89,83,1
2368,System-81_19,84,85,88,84,80,80,84,83,80,86,89,80,86,85,86,82,85,88,89,81,87,86,88,81,89,86,87,1
2369,System-81_20,81,86,89,83,87,88,86,84,88,87,81,87,86,89,85,89,88,84,83,85,86,86,84,82,89,86,81,1
2370,System-81_21,81,85,82,85,85,87,81,88,85,83,87,80,89,84,82,87,89,86,87,83,82,88,82,89,89,85,88,1
2371,System-81_22,80,80,87,89,84,82,80,82,81,87,89,80,82,88,83,88,87,82,86,83,85,82,81,85,88,89,86,1
2372,System-81_23,84,88,80,84,82,80,81,82,83,86,89,80,89,89,85,81,82,86,87,89,80,88,89,84,80,80,88,1
2373,System-81_24,87,82,84,82,84,82,89,86,83,87,82,85,88,86,80,80,83,86,87,85,84,82,85,86,89,88,83,1
2374,System-81_25,88,86,83,89,82,86,84,81,82,88,82,84,85,83,80,87,82,88,84,80,82,85,80,85,87,80,85,1
2375,System-81_26,88,83,84,87,87,85,87,80,88,85,84,87,86,80,86,83,84,87,81,85,81,81,86,88,86,87,86,1
2376,System-81_27,86,83,83,89,84,80,81,88,80,85,80,86,82,83,86,83,80,84,87,80,82,83,88,83,82,89,81,1
2377,System-81_28,84,82,87,83,84,81,89,88,83,86,80,81,85,80,80,83,85,85,88,83,87,88,81,85,87,84,80,1
2378,System-82_0,88,81,86,80,83,85,89,83,88,86,84,84,87,89,81,86,87,85,82,85,85,86,89,86,83,87,86,1
2379,System-82_1,80,81,84,82,82,86,87,89,85,87,84,82,89,84,81,83,84,84,83,86,80,80,82,80,84,87,84,1
2380,System-82_2,82,87,83,88,85,84,81,84,88,81,84,88,86,84,81,81,80,84,89,80,82,85,85,86,84,82,87,1
2381,System-82_3,86,86,85,89,84,88,86,86,85,82,80,88,88,82,80,87,83,89,89,89,88,81,89,87,84,88,86,1
2382,System-82_4,89,86,82,89,89,89,82,89,86,83,88,88,86,84,87,89,83,82,87,89,86,81,84,89,88,87,85,1
2383,System-82_5,86,84,86,89,82,81,89,84,86,83,85,85,80,87,84,87,80,83,89,84,87,88,85,87,82,86,84,1
2384,System-82_6,83,86,88,85,82,82,83,81,82,81,81,84,80,87,87,85,89,89,84,80,84,82,89,89,87,83,89,1
2385,System-82_7,83,84,85,84,83,84,86,83,80,83,85,84,87,89,82,86,83,89,81,85,84,81,87,87,81,84,81,1
2386,System-82_8,87,84,82,80,88,82,83,81,83,89,84,81,83,84,81,80,85,81,89,83,82,83,88,84,81,82,88,1
2387,System-82_9,84,86,89,82,83,82,84,88,80,81,83,83,81,83,81,80,85,80,82,84,84,81,82,80,82,82,81,1
2388,System-82_10,80,88,83,80,87,85,80,87,83,87,83,80,85,85,87,80,86,88,85,84,83,84,86,88,89,86,84,1
2389,System-82_11,89,81,89,88,88,85,87,89,88,80,80,88,80,80,86,85,89,88,86,84,87,87,81,85,89,89,86,1
2390,System-82_12,82,86,85,85,84,85,88,80,82,86,85,80,88,89,86,83,80,85,82,88,80,85,89,84,84,83,88,1
2391,System-82_13,89,80,81,86,80,88,85,84,86,88,84,84,84,81,84,81,89,80,86,87,83,83,81,82,84,88,80,1
2392,System-82_14,83,83,82,81,85,82,81,89,80,87,89,88,89,80,81,87,88,82,88,88,80,86,82,87,89,82,82,1
2393,System-82_15,81,89,86,82,87,80,85,80,82,88,86,82,89,84,83,80,87,87,80,82,80,81,88,83,85,88,80,1
2394,System-82_16,89,89,88,86,83,82,86,88,88,87,82,83,86,89,88,81,80,81,85,84,80,89,87,81,87,88,86,1
2395,System-82_17,89,85,84,87,81,89,82,88,85,84,83,86,87,86,89,80,83,86,86,82,84,87,88,88,88,85,83,1
2396,System-82_18,85,83,88,83,88,83,84,81,89,85,89,82,89,89,84,81,85,84,80,89,81,87,89,80,82,83,88,1
2397,System-82_19,83,83,80,82,82,80,83,87,81,87,88,85,80,80,89,88,82,88,83,86,82,82,80,86,89,80,88,1
2398,System-82_20,89,80,82,84,80,80,87,82,82,86,89,87,83,81,89,88,82,86,83,84,83,84,84,89,83,85,83,1
2399,System-82_21,86,80,87,87,87,81,85,84,81,83,88,80,89,84,85,87,80,89,81,87,87,82,88,80,87,85,89,1
2400,System-82_22,89,80,81,88,83,87,85,82,89,87,85,85,88,80,89,88,87,86,81,85,83,89,85,80,86,88,88,1
2401,System-82_23,83,84,88,81,85,81,88,85,80,88,80,83,89,88,80,82,87,84,83,81,86,87,84,81,83,83,84,1
2402,System-82_24,87,83,87,81,85,87,87,82,85,85,87,86,80,86,80,80,82,86,82,89,86,82,83,85,88,85,81,1
2403,System-82_25,86,86,89,82,87,89,85,80,88,83,88,84,88,89,84,83,89,82,84,89,87,88,82,80,87,87,82,1
2404,System-82_26,84,89,80,89,87,83,86,81,82,88,80,83,83,88,80,81,85,89,80,81,88,86,88,80,88,85,88,1
2405,System-82_27,81,89,84,81,86,86,84,85,80,80,82,85,80,85,81,88,85,86,86,86,82,82,84,81,87,81,83,1
2406,System-82_28,82,81,87,82,84,84,81,81,89,83,81,85,85,86,81,81,87,86,89,83,80,84,87,83,83,87,85,1
2407,System-83_0,88,86,85,82,89,86,88,87,87,88,82,81,86,86,80,86,81,89,85,86,84,87,89,86,81,87,84,1
2408,System-83_1,89,86,81,87,83,86,88,85,83,83,82,89,88,88,88,87,89,85,87,86,85,86,82,80,87,87,87,1
2409,System-83_2,83,84,80,89,85,84,86,89,89,87,80,88,86,85,85,86,80,80,80,85,81,87,83,89,83,80,88,1
2410,System-83_3,85,83,89,88,82,80,81,84,86,86,88,82,88,85,80,81,86,84,87,81,85,83,82,87,86,82,89,1
2411,System-83_4,86,88,88,88,80,83,80,84,85,80,84,84,83,80,88,82,83,84,82,85,85,82,84,88,83,87,80,1
2412,System-83_5,86,83,82,80,88,80,84,88,89,87,81,87,80,84,86,85,86,80,83,89,88,83,88,82,87,81,83,1
2413,System-83_6,84,84,80,89,84,87,83,82,82,82,89,80,80,82,88,89,81,80,84,84,85,84,83,82,89,87,87,1
2414,System-83_7,85,83,81,83,82,88,80,84,81,80,81,84,80,86,86,80,87,81,87,89,84,80,84,89,86,83,89,1
2415,System-83_8,88,86,82,86,87,81,82,88,87,83,82,83,89,86,81,86,89,87,83,82,81,87,82,84,89,80,86,1
